id,course,current_possion,review,rating,grad_year,import_units,experienced_years,polarity
,python_networking,cloud infrastacture developer,"I like this course, but for me it was a little bit harder to understand some basic stuff. Ie, in JSON for me was confusing to hear ""a list of dictionaries"".Furthermore I didn't know what kind of operations I need to apply to them -- therefore I was checking for types of integers and even ""brute forcing"" a combinations of possible operations.As I have finished this course, I'l definitely check again previous chapters to build a better fundamentals in my head.Thank you dr Chuck!",5,2019,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",2,1
,python_networking,cloud infrastacture developer,Hands down the best python course I've come across. I look forward to completing this series.,5,2019,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",2,1
,python_networking,network engineer,"Clear,Abundant,Elegant.I love it!",5,2017,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",4,1
,python_networking,network engineer,Dr Chuck makes it look easy. Great teacher.,5,2015,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",6,1
,python_networking,network engineer,"Great course, I would highly recommend it to everyone who want to learn more about XML and JSON and how to use it in Python. The exercises and assignments should be tougher though!",4,2016,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",5,1
,python_networking,cloud infrastacture developer,Simple and basic intro to Python. Instructive interviews with Internet personalities.,4,2016,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",5,1
,python_networking,network engineer,An amazing course to learn how to program with Python accessing data from the Web.,5,2016,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",5,1
,python_networking,cloud infrastacture developer,Fantastic stuff. Loving it. Thank you so much for putting the effort into providing this course.,5,2016,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",5,1
,python_networking,cloud infrastacture developer,"I really like the simplicity of the overall program, makes it easy for even a beginner.",5,2016,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",5,1
,python_networking,network engineer,"great energy and great class.1. nice assignment website, but it could use a bit file up-load and nosetest to held automate grading.2. I wish they have more web robot, crawling, interesting problem examples.3. peer review would be nice, so a better read-able pythonic programming style can be nurtured.4. wondering if the course grading website can be done in ipython notebook.4. I guess the instructor mention using RESTful, it could be also nice to have an assignment orproject to make a REST server with some database(sql-ed or sql-less).After all there a are lot of big data out there to be accessed and processed.",4,2017,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",4,1
,python_networking,cloud infrastacture developer,"Loved this class. Perfect level of difficulty for me, engaging videos, and the material provides the right amount of info to get the assignments done without being too obvious. Dr. Chuck is really entertaining :) I am seeing more and more ways that I can apply this to my work and look forward to the continuing classes.",5,2020,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",1,1
,python_networking,database and network developer,Great code examples and insights by Profesor Severance,5,2016,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",5,1
,python_networking,database and network developer,"This course is awesome. Dr. Chuck's ""super"" explanation and lectures make it easier to understand stuff. Initially, I wanted to review a couple of videos but ended up completing all assignments.",5,2014,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",7,1
,python_networking,database and network developer,Course helps all levels of students who wants to start coding using python.,5,2020,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",1,1
,python_networking,cloud infrastacture developer,"Very useful! Thank you, DR Chuck)",5,2019,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",2,1
,python_networking,cloud infrastacture developer,"Excellent course in the series. You create code that is relevant today, parsing data straight from the web.",5,2016,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",5,1
,python_networking,network engineer,"Really useful, recommended to everybody",5,2018,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",3,1
,python_networking,cloud infrastacture developer,"Very good content. The difficulty increases, but if you know the content of the two previous courses you can suceed!!!",5,2018,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",3,1
,python_networking,cloud infrastacture developer,"It was Ok! The preofessor has a good style of teaching, but the depth of material could have been better and the assignments more challenging.",4,2018,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",3,1
,python_networking,network engineer,Excellent Course for intermediate Python Developers. Really enjoyed it and definitely learned a lot.,5,2019,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",2,1
,python_networking,network engineer,Very good presentation; takes small steps and shows examples of assigned work.,5,2015,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",6,1
,python_networking,cloud infrastacture developer,Love it,5,2018,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",3,1
,python_networking,database and network developer,Good course.Thank you Dr. Chuck and Coursera.,5,2016,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",5,1
,python_networking,database and network developer,c,5,2020,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",1,1
,python_networking,cloud infrastacture developer,Excelent!,5,2019,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",2,1
,python_networking,network engineer,"Dr. Chuck is just awesome!He gives valuable information in such a very fun way. I love this class!Learn about scraping the web, APIs, REST architecture all that while strengthening python programming skills.Thanks Dr. Chuck!",5,2014,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",7,1
,python_networking,database and network developer,Very well done. The interviews are great.,5,2014,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",7,1
,python_networking,database and network developer,Awesome Class :),5,2019,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",2,1
,python_networking,network engineer,Delivered in a simple yet effective way. And straight to the point. Useful to me,4,2019,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",2,1
,python_networking,cloud infrastacture developer,"Another course taught by Dr. Chuck, maintaining same levels of quality and excellence as other courses. Recommended to get a better understanding of Python's capabilities.",5,2014,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",7,1
,python_networking,network engineer,"A 5 star for Dr.Chuck' teaching, however, some more problems could be given :)",4,2017,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",4,1
,python_networking,database and network developer,"With this course you really feel that you are starting to do something real, that you may also use in your daily life...",5,2017,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",4,1
,python_networking,cloud infrastacture developer,"Too easy for accessing web data, with many bonus.",4,2018,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",3,1
,python_networking,network engineer,Great for everyone !,5,2016,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",5,1
,python_networking,cloud infrastacture developer,Great ideas to improve the technical knowledges to scrapping web data,3,2019,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",2,1
,python_networking,database and network developer,"Awesome level of teaching by Dr. Chuck, many valuable theory about web. Interesting tasks. May be the best course within whole specialization. Thanks so much!",5,2017,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",4,1
,python_networking,cloud infrastacture developer,Very interesting and useful,5,2018,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",3,1
,python_networking,network engineer,excellent,5,2015,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",6,1
,python_networking,database and network developer,The course is helpful.But there are not many practice exercises.It's quite easy.,3,2018,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",3,1
,python_networking,network engineer,"More material, or coverage of the existing material with more library coverage would have improved the course.",3,2020,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",1,1
,python_networking,database and network developer,"The course is great although a little bit simple or slow-paced. But since it is for beginners I think it is Ok the way it is. You will learn the foundations of accessing the Web Data, so it is a really great starting point. You will enjoy and you will want to learn even more!Dr. Chuck is a great teacher whom I would loved to have at class. He explains things quite clearly, in a funny way and he transmits passion in what he is teaching.",4,2016,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",5,1
,python_networking,network engineer,"Good course, but I might have used a little more rigor and material, maybe more exercises would have been nice.",3,2014,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",7,1
,python_networking,network engineer,"Absolutely outstanding class, like all its predecessors. I'm extremely pleased with what I learned, and this helped give me the tools to make some progress on a side project I've been working on for several years.",5,2019,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",2,1
,python_networking,database and network developer,"Great course. The instructor is very senior, and makes the knowledge very clear and ready to understand. Further than that, he also shares a lot of hints that you can follow to dig deeper. I love this kind of teaching style.",5,2019,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",2,1
,python_networking,database and network developer,"Very good course for beginners. I liked the lectures, they were engaging and bonus videos are nice addition. Exercises were maybe too easy, but still for a beginners course just right. The only problem is there is less practical work than it should be, adding more exercises would be nice, and adding more difficult ones would help better grasp the material. That's why only 4 stars.",4,2017,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",4,1
,python_networking,cloud infrastacture developer,"An extremely well-structured and useful course. As someone who had only syntactical familiarity with Python, this course taught me a great deal about the ease and power of the language. Moreover, the technical knowledge included (APIs, RegEx, etc) is highly relevant and practical.Given that it's part of an introductory series, the difficulty level of the assignments is understandable. But providing some more rigorous optional assignments can be a welcome addition to the course.That being said, I would recommend it to anyone looking to explore Python and the power it grants with its simplicity.",4,2016,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",5,1
,python_networking,database and network developer,very good,5,2018,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",3,1
,python_networking,cloud infrastacture developer,This part 3 is more interesting than 1 and 2.,5,2015,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",6,1
,python_networking,network engineer,I would like to thank Dr. Charles Severance for a very informative and easy to learn material. It was pleasant to go through this course.,5,2015,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",6,1
,python_networking,cloud infrastacture developer,"It is a really good course, the video classes are really clear and the topic is very useful.",5,2017,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",4,1
,python_networking,cloud infrastacture developer,Very good teacher/instructor.,5,2017,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",4,1
,python_networking,network engineer,"Easy to follow , nicely constructed",4,2016,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",5,1
,python_networking,cloud infrastacture developer,Its bit tough to me actually...But lecture was so good....,4,2019,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",2,1
,python_networking,database and network developer,It's the most perfect way to learn python !,5,2015,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",6,1
,python_networking,cloud infrastacture developer,Just Awesome!,5,2015,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",6,1
,python_networking,network engineer,This course is good for both novice and expert in Python. Lots of new things to learn.,5,2014,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",7,1
,python_networking,network engineer,Good class - estimated effort is appropriate - and the teacher has humor.,5,2014,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",7,1
,python_networking,database and network developer,It was fun to expand my python knowledge. Thanks...,5,2015,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",6,1
,python_networking,network engineer,"Sensacional! Ã“timo curso, o professor Ã© muito carismÃ¡tico e possui uma boa didÃ¡tica. AlÃ©m disso, o curso estimula que o estudante desenvolva por si mesmo as habilidades ensinadas. Recomendo muito.",5,2016,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",5,1
,python_networking,cloud infrastacture developer,Great Course! I've learned a lot from the class.,5,2017,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",4,1
,python_networking,database and network developer,Dr. Chuck is awesome!,5,2014,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",7,1
,python_networking,database and network developer,"Dr. Chuck is an exceptionally-inspiring teacher. He explains complex concepts like XML, JSON, HTTP, API, RegEx in such an eloquent and down-to-earth fashion that despite having the videos at x2.0 speed, I can grasp everything he tries to deliver. Amazing! This course, and many other Dr. Chuck's courses, are really how online courses should be. Excellent instructor, fair share of hands-on programming assignments.However, I just hope that there are many more programming assignments, maybe many optional challenging, extensive programming assignments or even projects would be an ultimate Coursera experience.",5,2015,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",6,1
,python_networking,database and network developer,good course,5,2014,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",7,1
,python_networking,network engineer,i'm enjoying python and dr chuck's style of teaching more and more. thank you very much!,5,2020,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",1,1
,python_networking,database and network developer,"It was Amazing! Thousands thanks to Dr-Chuck, fellow classmates & of course all these great people in the bonus videos.I have started my programming adventure with Dr-Chuck and now there is a burning desire to keep going. It is highly recommended to get this course.All the best,Sinan.",5,2018,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",3,1
,python_networking,network engineer,Great learning experience.,5,2015,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",6,1
,python_networking,network engineer,"Thx, Dr. Chuck!",5,2015,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",6,1
,python_networking,cloud infrastacture developer,It is a very good course with book. The only think is I would like to have a more complex exercises. Most of them are just to modify some given code,5,2020,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",1,1
,python_networking,network engineer,Assignment Doings felt not that good as the courses before.,3,2014,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",7,1
,python_networking,network engineer,Excellent course,5,2019,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",2,1
,python_networking,network engineer,I learnt so much in this course just as in all the previous courses.Thanks Dr. Chuck!,5,2017,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",4,1
,python_networking,database and network developer,Dr. Chuck makes learning and using Python to 'non-trivial' Web -access tasks so easy I would not have believed is possible. This course gives kick-start for your own attempts to conquer Web.,5,2020,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",1,1
,python_networking,database and network developer,"Great Course, Learnt a lot !!!",5,2018,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",3,1
,python_networking,database and network developer,I recommend this course to anyone who wants to program in Python.,5,2020,"Expertise In Core Python, Good grasp of Web Frameworks, Object Relational Mappers, Road to Data Science, Machine Learning and AI, Deep Learning, Understanding of Multi-Process Architecture, Analytical skills, Design Skills, Communication skills",1,1
